"Timestamp","Sex","Age","Highest completed level of education","Do you have a significant other?","Which one do you prefer most?","How many sexual partners have you had in the past year ","Would you consider yourself sexually adventurous?","What type of snacks do you prefer?"
"2018/11/14 7:42:03 PM GMT+1","Male","25","Bachelor","Yes","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 7:42:32 PM GMT+1","Female","20","High school","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 7:42:34 PM GMT+1","Male","18","High school","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 7:42:39 PM GMT+1","Male","29","Bachelor","Yes","Sex","30","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 7:43:00 PM GMT+1","Male","31","Masters","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 7:44:04 PM GMT+1","Male","21","High school","Yes","Sex","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 7:44:30 PM GMT+1","Female","19","High school","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 7:45:08 PM GMT+1","Male","30","Bachelor","No","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 7:45:31 PM GMT+1","Male","20","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 7:45:47 PM GMT+1","Male","26","PhD","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 7:46:09 PM GMT+1","Female","20","High school","Yes","Cuddling","2","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 7:46:21 PM GMT+1","Female","28","Masters","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 7:46:42 PM GMT+1","Female","25","Bachelor","Maybe","Cuddling","2","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 7:47:04 PM GMT+1","Male","18","High school","Yes","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 7:47:04 PM GMT+1","Female","21","High school","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 7:47:27 PM GMT+1","Male","24","Bachelor","Yes","Cuddling","3","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 7:48:10 PM GMT+1","Male","39","Masters","No","Sex","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 7:48:27 PM GMT+1","Male","19","High school","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 7:49:26 PM GMT+1","Male","21","Bachelor","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 7:50:47 PM GMT+1","Male","20","Bachelor","Yes","Sex","3","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 7:51:04 PM GMT+1","Female","23","Bachelor","No","Cuddling","2","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 7:52:19 PM GMT+1","Male","21","High school","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 7:52:24 PM GMT+1","Male","18","High school","Yes","Cuddling","2","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 7:53:27 PM GMT+1","Female","25","High school","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 7:53:32 PM GMT+1","Female","27","Masters","Yes","Cuddling","2","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 7:53:58 PM GMT+1","Female","24","High school","No","Cuddling","0","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 7:54:03 PM GMT+1","Male","20","High school","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 7:54:16 PM GMT+1","Female","24","High school","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 7:54:20 PM GMT+1","Female","23","High school","Yes","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 7:54:33 PM GMT+1","Female","25","Masters","Maybe","Sex","7","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 7:57:01 PM GMT+1","Male","25","Masters","No","Sex","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 7:57:11 PM GMT+1","Female","20","High school","No","Cuddling","0","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 7:57:30 PM GMT+1","Female","17","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 7:57:32 PM GMT+1","Male","19","High school","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 7:57:32 PM GMT+1","Female","19","High school","No","Cuddling","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 7:57:36 PM GMT+1","Female","26","Masters","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 7:57:58 PM GMT+1","Male","34","Bachelor","Yes","Sex","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 7:57:59 PM GMT+1","Male","33","Bachelor","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 7:58:53 PM GMT+1","Female","30","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 7:59:19 PM GMT+1","Male","20","High school","No","Sex","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 7:59:55 PM GMT+1","Female","15","","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:01:13 PM GMT+1","Female","22","Bachelor","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:01:24 PM GMT+1","Male","36","High school","No","Cuddling","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:01:39 PM GMT+1","Female","23","Bachelor","No","Cuddling","3","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:03:55 PM GMT+1","Male","21","High school","No","Sex","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:04:15 PM GMT+1","Female","20","Bachelor","No","Cuddling","0","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:05:13 PM GMT+1","Female","26","Masters","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:05:15 PM GMT+1","Male","26","High school","Yes","Sex","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:05:20 PM GMT+1","Male","32","Masters","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:05:50 PM GMT+1","Female","22","Bachelor","Maybe","Sex","2","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:06:24 PM GMT+1","Male","21","High school","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:06:28 PM GMT+1","Attack Helicopter","31","Bachelor","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:06:52 PM GMT+1","Male","32","Bachelor","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:07:13 PM GMT+1","Male","18","High school","No","Sex","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:07:33 PM GMT+1","Female","24","High school","Yes","Sex","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:07:44 PM GMT+1","Male","24","Masters","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:08:48 PM GMT+1","Female","37","Masters","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:09:37 PM GMT+1","Female","24","Bachelor","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:10:12 PM GMT+1","Male","21","High school","No","Cuddling","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:10:17 PM GMT+1","Male","","Bachelor","No","Cuddling","5","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:10:37 PM GMT+1","Female","27","Bachelor","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:10:49 PM GMT+1","Male","24","Bachelor","Yes","Sex","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:10:58 PM GMT+1","Male","25","Bachelor","No","Sex","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:11:01 PM GMT+1","Female","50","Masters","Yes","Sex","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:12:09 PM GMT+1","Male","21","Bachelor","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:12:43 PM GMT+1","Male","35","High school","No","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:12:50 PM GMT+1","Female","23","Bachelor","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:13:07 PM GMT+1","Male","27","Masters","Yes","Sex","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:13:37 PM GMT+1","Female","20","High school","No","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:13:38 PM GMT+1","Female","21","Bachelor","Yes","Sex","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:14:39 PM GMT+1","Female","18","High school","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:15:05 PM GMT+1","Female","24","Bachelor","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:15:37 PM GMT+1","Male","26","High school","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:15:44 PM GMT+1","Female","22","Bachelor","Yes","Cuddling","2","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:16:05 PM GMT+1","Female","25","Bachelor","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:16:20 PM GMT+1","Male","17","No education","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:16:41 PM GMT+1","Female","26","Bachelor","Yes","Sex","2","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:17:07 PM GMT+1","Female","21","High school","No","Sex","2","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:17:20 PM GMT+1","Male","20","High school","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:18:02 PM GMT+1","Male","37","High school","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:18:03 PM GMT+1","Male","18","High school","Yes","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:18:25 PM GMT+1","Male","21","High school","No","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:19:09 PM GMT+1","Male","24","High school","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:19:12 PM GMT+1","Male","22","Masters","Yes","Cuddling","3","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:20:50 PM GMT+1","Female","","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:21:22 PM GMT+1","Male","18","High school","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:22:26 PM GMT+1","Female","21","Bachelor","Yes","Sex","2","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:22:45 PM GMT+1","Female","30","Bachelor","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:22:56 PM GMT+1","Male","19","High school","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:23:41 PM GMT+1","Female","30","Bachelor","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:23:50 PM GMT+1","Female","22","High school","Yes","Sex","2","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:24:44 PM GMT+1","Female","","Bachelor","No","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:24:50 PM GMT+1","Female","29","Bachelor","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:25:05 PM GMT+1","Male","20","High school","No","Sex","2","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:27:49 PM GMT+1","Male","28","Bachelor","Yes","Sex","2","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:28:29 PM GMT+1","Male","22","High school","Yes","Cuddling","2","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:28:43 PM GMT+1","Female","46","High school","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:29:10 PM GMT+1","Female","24","Bachelor","Yes","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:30:01 PM GMT+1","Female","19","High school","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:30:01 PM GMT+1","Male","26","Bachelor","Yes","Sex","10","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:30:24 PM GMT+1","Nonbinary","25","Bachelor","Yes","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:31:01 PM GMT+1","Male","21","Bachelor","Yes","Sex","4","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:31:39 PM GMT+1","Male","20","High school","No","Sex","2","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:33:18 PM GMT+1","Male","33","PhD","Maybe","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:33:24 PM GMT+1","Female","22","Bachelor","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:33:28 PM GMT+1","Male","23","Bachelor","No","Sex","4","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:33:35 PM GMT+1","Male","29","Masters","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:33:44 PM GMT+1","Male","18","High school","No","Cuddling","2","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:34:10 PM GMT+1","Female","42","Bachelor","No","Cuddling","0","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:34:15 PM GMT+1","Male","25","Bachelor","No","Sex","2","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:34:30 PM GMT+1","Male","37","Masters","Yes","Sex","3","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:35:04 PM GMT+1","Male","29","Bachelor","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:35:21 PM GMT+1","Male","20","High school","Yes","Sex","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:36:00 PM GMT+1","Female","23","High school","Yes","Sex","16","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:36:20 PM GMT+1","NB","25","Bachelor","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:36:23 PM GMT+1","Female","22","Bachelor","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:36:33 PM GMT+1","Male","19","High school","Yes","Sex","2","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:36:53 PM GMT+1","Female","15","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:38:13 PM GMT+1","Female","19","High school","Yes","Sex","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:39:44 PM GMT+1","Female","24","High school","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:39:48 PM GMT+1","Male","22","High school","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:40:04 PM GMT+1","Male","20","High school","No","Cuddling","3","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:41:02 PM GMT+1","Male","34","High school","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:41:29 PM GMT+1","Female","20","High school","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:41:47 PM GMT+1","Female","22","Bachelor","Yes","Cuddling","2","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:42:00 PM GMT+1","Female","27","High school","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:42:06 PM GMT+1","Female","18","High school","No","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:42:25 PM GMT+1","Female","22","Bachelor","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:42:52 PM GMT+1","Female","26","Bachelor","No","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:42:56 PM GMT+1","Genderfluid","23","High school","Yes","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:43:01 PM GMT+1","Male","15","No education","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:44:10 PM GMT+1","Female","23","High school","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:44:24 PM GMT+1","Male","23","Masters","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:44:43 PM GMT+1","Female","","Bachelor","No","Cuddling","2","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:45:23 PM GMT+1","Female","27","High school","Yes","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:45:34 PM GMT+1","Female","31","Masters","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:46:19 PM GMT+1","Male","26","Bachelor","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:46:33 PM GMT+1","Male","24","High school","No","Sex","2","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:47:26 PM GMT+1","Male","21","Bachelor","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:47:29 PM GMT+1","Female","41","Masters","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:47:55 PM GMT+1","Male","36","High school","Yes","Sex","4","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:48:53 PM GMT+1","Male","16","No education","Yes","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:49:08 PM GMT+1","Female","19","High school","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:50:19 PM GMT+1","Female","27","Bachelor","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:50:58 PM GMT+1","Male","29","Masters","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:51:13 PM GMT+1","Male","24","High school","Yes","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:51:37 PM GMT+1","Female","43","Masters","Yes","Cuddling","4","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:52:19 PM GMT+1","Female","33","High school","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:53:12 PM GMT+1","Female","30","Masters","Yes","Cuddling","8","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:53:43 PM GMT+1","Female","35","Masters","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:54:14 PM GMT+1","Male","43","High school","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:54:41 PM GMT+1","Female","29","Bachelor","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:55:10 PM GMT+1","Male","24","Bachelor","No","Sex","2","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:55:12 PM GMT+1","Female","15","No education","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:55:29 PM GMT+1","Male","18","High school","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:55:36 PM GMT+1","Male","19","High school","Yes","Sex","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:55:41 PM GMT+1","Male","18","High school","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:55:46 PM GMT+1","Female","23","Bachelor","No","Sex","2","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:56:08 PM GMT+1","Male","35","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 8:56:08 PM GMT+1","Male","21","High school","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:56:50 PM GMT+1","Male","31","Bachelor","Yes","Sex","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:56:51 PM GMT+1","Female","21","High school","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:57:58 PM GMT+1","Male","21","Bachelor","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:58:29 PM GMT+1","Male","22","Bachelor","No","Sex","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:58:58 PM GMT+1","Male","22","High school","No","Sex","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:59:04 PM GMT+1","Female","20","Bachelor","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:59:05 PM GMT+1","Male","58","Bachelor","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 8:59:28 PM GMT+1","Male","18","High school","Yes","Sex","3","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 9:00:38 PM GMT+1","Male","18","High school","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 9:01:18 PM GMT+1","Female","24","Bachelor","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 9:01:37 PM GMT+1","Female","24","Bachelor","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 9:01:47 PM GMT+1","Female","55","High school","Yes","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 9:01:48 PM GMT+1","Male","","PhD","Yes","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 9:01:50 PM GMT+1","Female","24","High school","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 9:01:55 PM GMT+1","Male","18","High school","Maybe","Sex","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 9:02:47 PM GMT+1","Male","18","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 9:03:01 PM GMT+1","Male","30","Bachelor","Yes","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/14 9:03:06 PM GMT+1","Male","19","High school","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 9:03:41 PM GMT+1","Male","19","High school","Maybe","Sex","2","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 9:04:15 PM GMT+1","Male","25","High school","No","Cuddling","0","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/14 9:04:22 PM GMT+1","Female","27","Bachelor","Yes","Sex","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
